PROJECT_DEV,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status
M1-24001,M1-24001.4500010853,1200000301,5/13/2024,4500010853,140000,FGB42EA2414,BOLT HEX + NUT,230,10,SET,3870000,38700000,0,,3870000,0,10,0,,3870000,0,0,29.04.2024,28.06.2024,60,On Progress
M5-23003,M5-23003.7100001690,1200000306,6/7/2024,7100001690,140011,FGB22B72OM00201XXA,DAUN PINTU PARTISI A,10,12,SET,120000000,1440000000,0,,120000000,0,12,0,,120000000,0,0,28.12.2023,03.05.2024,127,On Progress
M5-23003,M5-23003.7100001690,1200000306,6/7/2024,7100001690,140011,FGB22B72OM00202XXA,DAUN PINTU PARTISI B,20,12,SET,120000000,1440000000,0,,120000000,0,12,0,,120000000,0,0,28.12.2023,03.05.2024,127,On Progress
0,0,1200000306,6/7/2024,7100001690,140011,FGB22B72OM00203XXA,DAUN PINTU PARTISI C,30,1,SET,8200000,8200000,0,,8200000,0,1,0,,8200000,0,0,28.12.2023,03.05.2024,127,On Progress
M5-23003,M5-23003.7100001690,1200000306,6/7/2024,7100001690,140011,FGB22B72OM00204XXA,DAUN PINTU PARTISI D,40,1,SET,8200000,8200000,0,,8200000,0,1,0,,8200000,0,0,28.12.2023,03.05.2024,127,On Progress
M5-23003,M5-23003.7100001690,1200000306,6/7/2024,7100001690,140011,FGB22B72OM00101XXA,DAUN PINTU ENTRANCE (R),50,25,SET,250000000,6250000000,0,,250000000,0,25,0,,250000000,0,0,28.12.2023,03.05.2024,127,On Progress
M5-23003,M5-23003.7100001690,1200000306,6/7/2024,7100001690,140011,FGB22B72OM00102XXA,DAUN PINTU ENTRANCE (L),60,22,SET,220000000,4840000000,0,,220000000,0,22,0,,220000000,0,0,28.12.2023,03.05.2024,127,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB43KS0407,NUT_HEX_WELD_DIN929,150,40,PC,35640,1425600,0,,35640,0,40,0,,35640,0,0,06.06.2024,12.07.2024,36,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB43KS0508,NUT_HEX_WELD_DIN929,160,60,PC,58320,3499200,0,,58320,0,60,0,,58320,0,0,06.06.2024,12.07.2024,36,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB43KC1015,NUT_HEX,200,40,PC,55080,2203200,0,,55080,0,40,0,,55080,0,0,06.06.2024,12.07.2024,36,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB43KS1621,NUT_HEX_AS1112-1980,210,480,PC,2370240,1137715200,0,,2370240,0,480,0,,2370240,0,0,06.06.2024,12.07.2024,36,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB42EI0516,SOCKET_HEAD_CSK_SCREW,300,120,PC,262320,31478400,0,,262320,0,120,0,,262320,0,0,06.06.2024,12.07.2024,36,On Progress
M1-23002,M1-23002.4500011040,1200000309,6/10/2024,4500011040,140000,FGB42EI0520,SOCKET_HEAD_CSK_SCREW,310,160,PC,388640,62182400,0,,388640,0,160,0,,388640,0,0,06.06.2024,12.07.2024,36,On Progress
M3-24001,M3-24001.9000000336,1200000313,7/19/2024,POIMST/0524/00021,140002,FGB762A17005,Folding Seat,20,18,PC,49500000,891000000,0,,49500000,0,18,0,,49500000,0,0,21.05.2024,21.10.2024,153,On Progress
M0-22001,M0-22001.9000000006,1200000315,7/24/2024,001/PO.SLM/V/2024,30204,21.0-M41001,MODUL PERTASHOP,10,1,UN,230900901,230900901,0,,230900901,0,1,0,,230900901,0,0,31.05.2024,31.07.2024,61,On Progress
M1-22041,M1-22041.4500011524,1200000318,8/20/2024,4500011524,140000,FGB50AG0702P01,Large Fix Window,10,1,SET,8164000,8164000,0,,8164000,0,1,0,,8164000,0,0,13.08.2024,13.11.2024,92,On Progress
M1-24004,M1-24004.4500011476,1200000319,8/28/2024,4500011476,140000,FGB52TK0507,Speed Sensor,10,1,PC,7100000,7100000,0,,7100000,0,1,0,,7100000,0,0,05.08.2024,05.11.2024,92,On Progress
M1-24004,M1-24004.4500011476,1200000319,8/28/2024,4500011476,140000,FGB52TB5090,Pressure Sensor,20,1,PC,5052000,5052000,0,,5052000,0,1,0,,5052000,0,0,05.08.2024,05.11.2024,92,On Progress
M1-22014,M1-22014.4500011508,1200000321,9/4/2024,4500011508,140000,FGB665H22006,OPENABLE WINDOW TOP GLASS,10,1,PC,5250000,5250000,0,,5250000,0,1,0,,5250000,0,0,09.08.2024,23.12.2024,136,On Progress
M1-22014,M1-22014.4500011508,1200000321,9/4/2024,4500011508,140000,FGB665H22007,OPENABLE WINDOW BOTTOM GLASS,20,1,PC,8100000,8100000,0,,8100000,0,1,0,,8100000,0,0,09.08.2024,23.12.2024,136,On Progress
M1-22014,M1-22014.4500011508,1200000321,9/4/2024,4500011508,140000,FGB664H22005,FIX WINDOW GLASS,30,1,PC,5200000,5200000,0,,5200000,0,1,0,,5200000,0,0,09.08.2024,23.12.2024,136,On Progress
M1-22014,M1-22014.4500011508,1200000321,9/4/2024,4500011508,140000,FGB557H22005,FRONT WINDSHIELD,40,4,PC,65172000,260688000,0,,65172000,0,4,0,,65172000,0,0,09.08.2024,23.12.2024,136,On Progress
M1-23003,M1-23003.4500011761,1200000329,10/1/2024,4500011761,140000,FGB50AC0145,DOOR LEAF,10,96,SET,1843200000,1.77E+11,0,,1843200000,0,96,0,,1843200000,0,0,12.09.2024,01.10.2024,19,On Progress
M1-23003,M1-23003.4500011761,1200000329,10/1/2024,4500011761,140000,FGB50AC0145,DOOR LEAF,20,384,SET,7372800000,2.83E+12,0,,7372800000,0,384,0,,7372800000,0,0,12.09.2024,01.10.2024,19,On Progress
M1-23003,M1-23003.4500011761,1200000329,10/1/2024,4500011761,140000,FGB50AC0145,DOOR LEAF,30,288,SET,5529600000,1.59E+12,0,,5529600000,0,288,0,,5529600000,0,0,12.09.2024,01.10.2024,19,On Progress
M1-23003,M1-23003.4500011761,1200000329,10/1/2024,4500011761,140000,FGB50AC0145,DOOR LEAF,40,384,SET,7372800000,2.83E+12,0,,7372800000,0,384,0,,7372800000,0,0,12.09.2024,01.10.2024,19,On Progress
M1-23003,M1-23003.4500011761,1200000329,10/1/2024,4500011761,140000,FGB50AC0145,DOOR LEAF,50,385,SET,7392000000,2.85E+12,0,,7392000000,0,385,0,,7392000000,0,0,12.09.2024,01.10.2024,19,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000001,UPPER PLATE,30,100,PC,364560000,36456000000,0,,364560000,0,100,0,,364560000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000002,BOTTOM PLATE,40,100,PC,378070000,37807000000,0,,378070000,0,100,0,,378070000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000003,SPRING SEAT,70,400,PC,115160000,46064000000,0,,115160000,0,400,0,,115160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000005,STIFFENER,90,200,PC,5160000,1032000000,0,,5160000,0,200,0,,5160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000006,OUTER SIDE PLATE,110,100,PC,35320000,3532000000,0,,35320000,0,100,0,,35320000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000007,OUTER SIDE PLATE,130,100,PC,52480000,5248000000,0,,52480000,0,100,0,,52480000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000008,OUTER SIDE PLATE,150,100,PC,52480000,5248000000,0,,52480000,0,100,0,,52480000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000009,INNER SIDE PLATE,170,100,PC,53120000,5312000000,0,,53120000,0,100,0,,53120000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000010,INNER SIDE PLATE,190,100,PC,53120000,5312000000,0,,53120000,0,100,0,,53120000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000011,INNER SIDE PLATE,210,100,PC,31790000,3179000000,0,,31790000,0,100,0,,31790000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000012,END PLATE,230,200,PC,24920000,4984000000,0,,24920000,0,200,0,,24920000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000013,TRANSOM SIDE PLATE,250,100,PC,30390000,3039000000,0,,30390000,0,100,0,,30390000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000014,TRANSOM SIDE PLATE,270,100,PC,30390000,3039000000,0,,30390000,0,100,0,,30390000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000015,TRANSOM SIDE PLATE,290,100,PC,30390000,3039000000,0,,30390000,0,100,0,,30390000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000016,TRANSOM SIDE PLATE,310,100,PC,30390000,3039000000,0,,30390000,0,100,0,,30390000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000017,STOPPER PLATE,320,100,PC,27070000,2707000000,0,,27070000,0,100,0,,27070000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000018,HANGER BRACKET SEAT,350,200,PC,26940000,5388000000,0,,26940000,0,200,0,,26940000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000019,STIFFENER,370,800,PC,6960000,5568000000,0,,6960000,0,800,0,,6960000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000020,STIFFENER,380,200,PC,54540000,10908000000,0,,54540000,0,200,0,,54540000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000020,STIFFENER,390,200,PC,54540000,10908000000,0,,54540000,0,200,0,,54540000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000021,STIFFENER,400,200,PC,127620000,25524000000,0,,127620000,0,200,0,,127620000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000022,BASE PLATE,430,200,PC,1600000,320000000,0,,1600000,0,200,0,,1600000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000023,SAFETY WIRE BRACKET,440,400,PC,27960000,11184000000,0,,27960000,0,400,0,,27960000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000023,SAFETY WIRE BRACKET,450,400,PC,27960000,11184000000,0,,27960000,0,400,0,,27960000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000024,STIFFENER,470,200,PC,3560000,712000000,0,,3560000,0,200,0,,3560000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000025,STIFFENER,490,200,PC,4940000,988000000,0,,4940000,0,200,0,,4940000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000026,STIFFENER,510,200,PC,12540000,2508000000,0,,12540000,0,200,0,,12540000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000027,STIFFENER,520,100,PC,18830000,1883000000,0,,18830000,0,100,0,,18830000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000027,STIFFENER,530,100,PC,18830000,1883000000,0,,18830000,0,100,0,,18830000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000028,STIFFENER,550,800,PC,10160000,8128000000,0,,10160000,0,800,0,,10160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000029,STIFFENER,560,200,PC,20360000,4072000000,0,,20360000,0,200,0,,20360000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB031M25000029,STIFFENER,570,200,PC,20360000,4072000000,0,,20360000,0,200,0,,20360000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000001,UPPER PLATE,590,100,PC,112240000,11224000000,0,,112240000,0,100,0,,112240000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000002,BOTTOM PLATE,610,100,PC,91440000,9144000000,0,,91440000,0,100,0,,91440000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000003,SIDE PLATE,630,200,PC,52580000,10516000000,0,,52580000,0,200,0,,52580000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000004,PLATE,650,400,PC,2520000,1008000000,0,,2520000,0,400,0,,2520000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB032M25000005,STIFFENER,670,200,PC,6080000,1216000000,0,,6080000,0,200,0,,6080000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000001,END BEAM,680,100,PC,65770000,6577000000,0,,65770000,0,100,0,,65770000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000001,END BEAM,690,100,PC,65770000,6577000000,0,,65770000,0,100,0,,65770000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M250000011,PLATE,710,200,PC,7600000,1520000000,0,,7600000,0,200,0,,7600000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000002,GASSET ATAS,730,100,PC,11530000,1153000000,0,,11530000,0,100,0,,11530000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000003,GASSET ATAS,750,100,PC,11530000,1153000000,0,,11530000,0,100,0,,11530000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000004,GASSET BAWAH,770,100,PC,20840000,2084000000,0,,20840000,0,100,0,,20840000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000005,GASSET BAWAH,790,100,PC,20840000,2084000000,0,,20840000,0,100,0,,20840000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000006,STIFFENER,810,100,PC,13160000,1316000000,0,,13160000,0,100,0,,13160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000007,STIFFENER,830,100,PC,13160000,1316000000,0,,13160000,0,100,0,,13160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000008,STIFFENER,850,100,PC,17260000,1726000000,0,,17260000,0,100,0,,17260000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB033M25000009,STIFFENER,870,100,PC,14160000,1416000000,0,,14160000,0,100,0,,14160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000001,FRAME,880,100,PC,43140000,4314000000,0,,43140000,0,100,0,,43140000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000001,FRAME,890,100,PC,43140000,4314000000,0,,43140000,0,100,0,,43140000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000002,FRAME,900,100,PC,43140000,4314000000,0,,43140000,0,100,0,,43140000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000002,FRAME,910,100,PC,43140000,4314000000,0,,43140000,0,100,0,,43140000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000003,STIFFENER,930,100,PC,13480000,1348000000,0,,13480000,0,100,0,,13480000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000004,STIFFENER,950,100,PC,13480000,1348000000,0,,13480000,0,100,0,,13480000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000005,STIFFENER,970,100,PC,13480000,1348000000,0,,13480000,0,100,0,,13480000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000006,STIFFENER,990,100,PC,13480000,1348000000,0,,13480000,0,100,0,,13480000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000007,STIFFENER,1010,100,PC,6200000,620000000,0,,6200000,0,100,0,,6200000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000008,STIFFENER,1030,100,PC,6200000,620000000,0,,6200000,0,100,0,,6200000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000009,STIFFENER,1050,100,PC,6200000,620000000,0,,6200000,0,100,0,,6200000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB035M25000010,STIFFENER,1070,100,PC,6200000,620000000,0,,6200000,0,100,0,,6200000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005001,STIFFENER 01,1090,200,PC,13780000,2756000000,0,,13780000,0,200,0,,13780000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005002,STIFFENER 02,1110,100,PC,9570000,957000000,0,,9570000,0,100,0,,9570000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005003,BOLSTER GUIDE,1130,100,PC,9290000,929000000,0,,9290000,0,100,0,,9290000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038005004,SEAT FOR WEARING PLATE,1150,100,PC,8330000,833000000,0,,8330000,0,100,0,,8330000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038006001,PART 1,1160,50,PC,13855000,692750000,0,,13855000,0,50,0,,13855000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038006001,PART 1,1170,50,PC,13855000,692750000,0,,13855000,0,50,0,,13855000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038006002,STIFFENER,1190,100,PC,1100000,110000000,0,,1100000,0,100,0,,1100000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015001,STIFFENER 01,1210,200,PC,13780000,2756000000,0,,13780000,0,200,0,,13780000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015002,STIFFENER 02,1230,100,PC,9570000,957000000,0,,9570000,0,100,0,,9570000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015003,BOLSTER GUIDE,1250,100,PC,9290000,929000000,0,,9290000,0,100,0,,9290000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGBTB1014038015004,SEAT FOR WEARING PLATE,1270,100,PC,8330000,833000000,0,,8330000,0,100,0,,8330000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25001002,SEAT,1300,100,PC,1160000,116000000,0,,1160000,0,100,0,,1160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25001002,SEAT,1310,100,PC,1160000,116000000,0,,1160000,0,100,0,,1160000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002002,SEAT,1380,300,PC,10680000,3204000000,0,,10680000,0,300,0,,10680000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002002,SEAT,1390,300,PC,10680000,3204000000,0,,10680000,0,300,0,,10680000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002003,SEAT,1400,600,PC,4560000,2736000000,0,,4560000,0,600,0,,4560000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002003,SEAT,1410,600,PC,4560000,2736000000,0,,4560000,0,600,0,,4560000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002005,PIN HOLDER,1420,600,PC,3300000,1980000000,0,,3300000,0,600,0,,3300000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25002005,PIN HOLDER,1430,600,PC,3300000,1980000000,0,,3300000,0,600,0,,3300000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25003001,STIFFENER,1440,400,PC,16080000,6432000000,0,,16080000,0,400,0,,16080000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25003001,STIFFENER,1450,400,PC,16080000,6432000000,0,,16080000,0,400,0,,16080000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25003002,STIFFENER,1460,200,PC,2340000,468000000,0,,2340000,0,200,0,,2340000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25003002,STIFFENER,1470,200,PC,2340000,468000000,0,,2340000,0,200,0,,2340000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25004001,STIFFENER,1480,400,PC,13240000,5296000000,0,,13240000,0,400,0,,13240000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25004001,STIFFENER,1490,400,PC,13240000,5296000000,0,,13240000,0,400,0,,13240000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25004002,STIFFENER,1500,200,PC,5380000,1076000000,0,,5380000,0,200,0,,5380000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB038M25004002,STIFFENER,1510,200,PC,5380000,1076000000,0,,5380000,0,200,0,,5380000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011001,UPPER PLATE,1530,50,PC,52155000,2607750000,0,,52155000,0,50,0,,52155000,0,0,20.09.2024,31.01.2025,133,On Progress
M1-24003,M1-24003.9000000414,1200000332,10/5/2024,4500011797,140000,FGB070M25011002,BOTTOM PLATE,1550,50,PC,101155000,5057750000,0,,101155000,0,50,0,,101155000,0,0,20.09.2024,31.01.2025,133,On Progress
